ts,air_temperature,atmospheric_pressure,relative_humidity
2025-01-01 00:00:00+00:00,13.6,983.3,76.0
2025-01-01 01:00:00+00:00,13.3,982.7,77.0
2025-01-01 02:00:00+00:00,13.1,982.2,78.0
2025-01-01 03:00:00+00:00,13.0,981.8,80.0
2025-01-01 04:00:00+00:00,12.8,981.7,81.0
2025-01-01 05:00:00+00:00,12.5,981.3,83.0
2025-01-01 06:00:00+00:00,12.6,981.3,79.0
2025-01-01 07:00:00+00:00,12.5,981.5,76.0
2025-01-01 08:00:00+00:00,12.3,981.7,75.0
2025-01-01 09:00:00+00:00,12.7,982.1,74.0
2025-01-01 10:00:00+00:00,14.7,982.9,64.0
2025-01-01 11:00:00+00:00,16.5,983.2,56.0
2025-01-01 12:00:00+00:00,17.9,982.8,46.0
2025-01-01 13:00:00+00:00,18.2,982.0,45.0
2025-01-01 14:00:00+00:00,18.3,981.0,44.0
2025-01-01 15:00:00+00:00,18.3,980.5,42.0
2025-01-01 16:00:00+00:00,18.0,980.3,43.0
2025-01-01 17:00:00+00:00,17.4,980.3,48.0
2025-01-01 18:00:00+00:00,16.5,979.9,46.0
2025-01-01 19:00:00+00:00,15.4,980.0,50.0
2025-01-01 20:00:00+00:00,14.5,980.3,54.0
2025-01-01 21:00:00+00:00,14.1,980.8,60.0
2025-01-01 22:00:00+00:00,13.9,981.1,67.0
2025-01-01 23:00:00+00:00,13.6,981.3,72.0
2024-12-26 00:00:00+00:00,15.9,975.0,85.0
2024-12-26 01:00:00+00:00,15.7,974.7,87.0
2024-12-26 02:00:00+00:00,15.5,974.5,89.0
2024-12-26 03:00:00+00:00,15.3,974.5,90.0
2024-12-26 04:00:00+00:00,15.0,974.5,91.0
2024-12-26 05:00:00+00:00,14.7,974.3,91.0
2024-12-26 06:00:00+00:00,14.0,974.3,93.0
2024-12-26 07:00:00+00:00,13.3,974.6,94.0
2024-12-26 08:00:00+00:00,12.9,975.2,94.0
2024-12-26 09:00:00+00:00,13.2,975.8,93.0
2024-12-26 10:00:00+00:00,15.2,976.7,88.0
2024-12-26 11:00:00+00:00,17.6,977.6,78.0
2024-12-26 12:00:00+00:00,19.3,977.5,63.0
2024-12-26 13:00:00+00:00,19.4,976.9,65.0
2024-12-26 14:00:00+00:00,18.8,976.2,69.0
2024-12-26 15:00:00+00:00,18.7,976.0,69.0
2024-12-26 16:00:00+00:00,18.5,976.0,69.0
2024-12-26 17:00:00+00:00,18.3,976.3,69.0
2024-12-26 18:00:00+00:00,17.5,976.4,75.0
2024-12-26 19:00:00+00:00,16.6,976.7,79.0
2024-12-26 20:00:00+00:00,15.7,977.2,86.0
2024-12-26 21:00:00+00:00,14.9,977.5,92.0
2024-12-26 22:00:00+00:00,14.3,977.9,94.0
2024-12-26 23:00:00+00:00,14.2,978.2,96.0
2024-12-27 00:00:00+00:00,14.9,978.6,95.0
2024-12-27 01:00:00+00:00,14.4,978.2,96.0
2024-12-27 02:00:00+00:00,13.9,978.1,97.0
2024-12-27 03:00:00+00:00,13.6,978.2,97.0
2024-12-27 04:00:00+00:00,13.4,978.3,96.0
2024-12-27 05:00:00+00:00,13.4,977.9,96.0
2024-12-27 06:00:00+00:00,13.3,978.1,95.0
2024-12-27 07:00:00+00:00,13.0,978.3,95.0
2024-12-27 08:00:00+00:00,12.9,978.8,95.0
2024-12-27 09:00:00+00:00,13.4,979.4,95.0
2024-12-27 10:00:00+00:00,15.4,980.3,92.0
2024-12-27 11:00:00+00:00,17.3,981.0,81.0
2024-12-27 12:00:00+00:00,19.0,980.9,64.0
2024-12-27 13:00:00+00:00,19.8,980.0,60.0
2024-12-27 14:00:00+00:00,19.8,979.3,60.0
2024-12-27 15:00:00+00:00,19.7,979.0,61.0
2024-12-27 16:00:00+00:00,19.5,979.0,60.0
2024-12-27 17:00:00+00:00,18.8,979.0,60.0
2024-12-27 18:00:00+00:00,17.9,978.9,58.0
2024-12-27 19:00:00+00:00,16.9,979.1,67.0
2024-12-27 20:00:00+00:00,16.1,979.6,76.0
2024-12-27 21:00:00+00:00,15.7,980.1,76.0
2024-12-27 22:00:00+00:00,15.3,980.5,77.0
2024-12-27 23:00:00+00:00,15.0,980.7,80.0
2024-12-28 00:00:00+00:00,15.2,980.6,84.0
2024-12-28 01:00:00+00:00,14.9,980.1,84.0
2024-12-28 02:00:00+00:00,14.5,979.8,85.0
2024-12-28 03:00:00+00:00,14.3,979.7,89.0
2024-12-28 04:00:00+00:00,14.2,979.6,88.0
2024-12-28 05:00:00+00:00,14.2,979.5,88.0
2024-12-28 06:00:00+00:00,14.3,979.8,84.0
2024-12-28 07:00:00+00:00,14.2,980.1,85.0
2024-12-28 08:00:00+00:00,14.0,980.5,86.0
2024-12-28 09:00:00+00:00,14.5,981.1,83.0
2024-12-28 10:00:00+00:00,17.0,982.0,72.0
2024-12-28 11:00:00+00:00,18.5,982.5,66.0
2024-12-28 12:00:00+00:00,19.8,982.4,60.0
2024-12-28 13:00:00+00:00,20.2,981.7,59.0
2024-12-28 14:00:00+00:00,20.3,981.1,60.0
2024-12-28 15:00:00+00:00,20.0,980.5,61.0
2024-12-28 16:00:00+00:00,19.5,980.5,64.0
2024-12-28 17:00:00+00:00,18.7,980.6,69.0
2024-12-28 18:00:00+00:00,17.7,980.8,76.0
2024-12-28 19:00:00+00:00,16.7,981.0,82.0
2024-12-28 20:00:00+00:00,16.2,981.6,87.0
2024-12-28 21:00:00+00:00,15.9,982.2,89.0
2024-12-28 22:00:00+00:00,15.9,982.5,89.0
2024-12-28 23:00:00+00:00,15.7,982.7,89.0
2024-12-29 00:00:00+00:00,15.3,982.5,90.0
2024-12-29 01:00:00+00:00,15.1,981.9,92.0
2024-12-29 02:00:00+00:00,14.8,981.5,92.0
2024-12-29 03:00:00+00:00,14.8,981.2,92.0
2024-12-29 04:00:00+00:00,14.9,981.0,92.0
2024-12-29 05:00:00+00:00,14.8,980.7,91.0
2024-12-29 06:00:00+00:00,15.5,981.0,88.0
2024-12-29 07:00:00+00:00,15.4,981.2,89.0
2024-12-29 08:00:00+00:00,15.3,981.6,89.0
2024-12-29 09:00:00+00:00,15.4,982.0,90.0
2024-12-29 10:00:00+00:00,16.3,982.5,87.0
2024-12-29 11:00:00+00:00,17.5,982.8,76.0
2024-12-29 12:00:00+00:00,19.2,982.7,57.0
2024-12-29 13:00:00+00:00,19.5,982.1,53.0
2024-12-29 14:00:00+00:00,19.6,981.3,50.0
2024-12-29 15:00:00+00:00,19.5,980.8,49.0
2024-12-29 16:00:00+00:00,19.2,980.5,49.0
2024-12-29 17:00:00+00:00,18.5,980.5,52.0
2024-12-29 18:00:00+00:00,17.5,980.6,58.0
2024-12-29 19:00:00+00:00,16.3,980.9,64.0
2024-12-29 20:00:00+00:00,15.4,981.1,70.0
2024-12-29 21:00:00+00:00,14.8,981.4,75.0
2024-12-29 22:00:00+00:00,14.3,981.7,79.0
2024-12-29 23:00:00+00:00,14.1,981.8,82.0
2024-12-30 00:00:00+00:00,14.2,981.8,83.0
2024-12-30 01:00:00+00:00,13.9,981.4,85.0
2024-12-30 02:00:00+00:00,13.6,981.2,86.0
2024-12-30 03:00:00+00:00,13.4,981.2,88.0
2024-12-30 04:00:00+00:00,13.1,981.0,89.0
2024-12-30 05:00:00+00:00,13.1,980.8,90.0
2024-12-30 06:00:00+00:00,13.4,980.8,88.0
2024-12-30 07:00:00+00:00,13.3,981.1,88.0
2024-12-30 08:00:00+00:00,13.3,981.6,88.0
2024-12-30 09:00:00+00:00,13.9,982.4,86.0
2024-12-30 10:00:00+00:00,16.2,983.3,74.0
2024-12-30 11:00:00+00:00,17.8,983.9,66.0
2024-12-30 12:00:00+00:00,19.1,983.7,54.0
2024-12-30 13:00:00+00:00,19.3,982.8,50.0
2024-12-30 14:00:00+00:00,19.4,982.2,49.0
2024-12-30 15:00:00+00:00,19.4,981.6,48.0
2024-12-30 16:00:00+00:00,19.1,981.5,49.0
2024-12-30 17:00:00+00:00,18.5,981.8,53.0
2024-12-30 18:00:00+00:00,17.7,981.8,52.0
2024-12-30 19:00:00+00:00,16.3,982.1,59.0
2024-12-30 20:00:00+00:00,15.3,982.6,64.0
2024-12-30 21:00:00+00:00,14.8,983.3,66.0
2024-12-30 22:00:00+00:00,14.4,983.8,69.0
2024-12-30 23:00:00+00:00,14.2,984.2,71.0
2024-12-31 00:00:00+00:00,14.4,983.7,69.0
2024-12-31 01:00:00+00:00,14.1,983.4,74.0
2024-12-31 02:00:00+00:00,13.8,982.9,85.0
2024-12-31 03:00:00+00:00,13.7,982.7,89.0
2024-12-31 04:00:00+00:00,13.4,982.5,90.0
2024-12-31 05:00:00+00:00,13.5,982.3,89.0
2024-12-31 06:00:00+00:00,13.7,982.2,89.0
2024-12-31 07:00:00+00:00,13.5,982.7,89.0
2024-12-31 08:00:00+00:00,13.3,982.9,89.0
2024-12-31 09:00:00+00:00,13.9,983.3,85.0
2024-12-31 10:00:00+00:00,15.9,984.0,75.0
2024-12-31 11:00:00+00:00,17.0,984.2,68.0
2024-12-31 12:00:00+00:00,18.2,984.1,60.0
2024-12-31 13:00:00+00:00,18.1,983.4,59.0
2024-12-31 14:00:00+00:00,18.4,982.7,58.0
2024-12-31 15:00:00+00:00,18.4,982.3,58.0
2024-12-31 16:00:00+00:00,18.2,982.1,58.0
2024-12-31 17:00:00+00:00,17.6,982.1,62.0
2024-12-31 18:00:00+00:00,17.0,981.9,62.0
2024-12-31 19:00:00+00:00,15.9,982.4,66.0
2024-12-31 20:00:00+00:00,15.0,982.6,70.0
2024-12-31 21:00:00+00:00,14.4,983.2,73.0
2024-12-31 22:00:00+00:00,14.0,983.5,76.0
2024-12-31 23:00:00+00:00,13.6,983.6,77.0
2025-01-02 00:00:00+00:00,13.9,981.2,72.0
2025-01-02 01:00:00+00:00,14.0,980.9,73.0
2025-01-02 02:00:00+00:00,14.1,980.8,74.0
2025-01-02 03:00:00+00:00,14.2,980.6,75.0
2025-01-02 04:00:00+00:00,14.0,980.3,78.0
2025-01-02 05:00:00+00:00,13.9,980.1,82.0
2025-01-02 06:00:00+00:00,13.9,980.1,82.0
2025-01-02 07:00:00+00:00,14.0,980.4,83.0
2025-01-02 08:00:00+00:00,14.1,980.7,83.0
2025-01-02 09:00:00+00:00,14.3,981.1,81.0
2025-01-02 10:00:00+00:00,15.3,981.6,75.0
2025-01-02 11:00:00+00:00,16.4,981.9,69.0
2025-01-02 12:00:00+00:00,17.6,981.9,54.0
2025-01-02 13:00:00+00:00,18.3,981.5,51.0
2025-01-02 14:00:00+00:00,18.5,980.8,49.0
2025-01-02 15:00:00+00:00,18.4,980.7,48.0
2025-01-02 16:00:00+00:00,18.0,980.7,56.0
2025-01-02 17:00:00+00:00,17.4,980.7,62.0
2025-01-02 18:00:00+00:00,16.8,980.6,63.0
2025-01-02 19:00:00+00:00,15.9,980.6,67.0
2025-01-02 20:00:00+00:00,15.3,980.8,71.0
2025-01-02 21:00:00+00:00,14.8,981.3,74.0
2025-01-02 22:00:00+00:00,14.4,981.8,75.0
2025-01-02 23:00:00+00:00,14.1,982.0,76.0
2025-01-03 00:00:00+00:00,14.4,981.8,77.0
2025-01-03 01:00:00+00:00,14.0,981.4,78.0
2025-01-03 02:00:00+00:00,13.7,981.2,81.0
2025-01-03 03:00:00+00:00,13.5,981.0,82.0
2025-01-03 04:00:00+00:00,13.4,980.8,84.0
2025-01-03 05:00:00+00:00,13.3,980.6,86.0
2025-01-03 06:00:00+00:00,13.3,980.8,86.0
2025-01-03 07:00:00+00:00,13.6,981.0,80.0
2025-01-03 08:00:00+00:00,13.7,981.2,79.0
2025-01-03 09:00:00+00:00,14.3,981.8,81.0
2025-01-03 10:00:00+00:00,16.2,982.6,65.0
2025-01-03 11:00:00+00:00,17.6,983.1,58.0
2025-01-03 12:00:00+00:00,18.5,983.3,59.0
2025-01-03 13:00:00+00:00,18.6,982.7,61.0
2025-01-03 14:00:00+00:00,18.9,981.8,60.0
2025-01-03 15:00:00+00:00,18.7,981.3,56.0
2025-01-03 16:00:00+00:00,18.1,981.1,54.0
2025-01-03 17:00:00+00:00,17.5,981.1,55.0
2025-01-03 18:00:00+00:00,17.2,981.4,55.0
2025-01-03 19:00:00+00:00,16.4,981.4,58.0
2025-01-03 20:00:00+00:00,15.5,981.6,61.0
2025-01-03 21:00:00+00:00,14.8,981.9,66.0
2025-01-03 22:00:00+00:00,14.5,982.4,67.0
2025-01-03 23:00:00+00:00,14.3,982.6,69.0
2025-01-04 00:00:00+00:00,14.4,982.3,65.0
2025-01-04 01:00:00+00:00,14.3,981.8,63.0
2025-01-04 02:00:00+00:00,14.2,981.3,64.0
2025-01-04 03:00:00+00:00,14.0,980.8,68.0
2025-01-04 04:00:00+00:00,13.8,980.3,69.0
2025-01-04 05:00:00+00:00,13.5,980.0,71.0
2025-01-04 06:00:00+00:00,13.4,979.9,67.0
2025-01-04 07:00:00+00:00,13.4,980.1,69.0
2025-01-04 08:00:00+00:00,13.5,980.3,68.0
2025-01-04 09:00:00+00:00,14.3,981.0,61.0
2025-01-04 10:00:00+00:00,16.6,981.7,51.0
2025-01-04 11:00:00+00:00,18.0,982.2,55.0
2025-01-04 12:00:00+00:00,18.8,982.1,54.0
2025-01-04 13:00:00+00:00,19.0,981.4,55.0
2025-01-04 14:00:00+00:00,19.2,980.5,53.0
2025-01-04 15:00:00+00:00,19.2,979.8,49.0
2025-01-04 16:00:00+00:00,18.9,979.4,48.0
2025-01-04 17:00:00+00:00,18.3,979.5,49.0
2025-01-04 18:00:00+00:00,17.5,979.3,58.0
2025-01-04 19:00:00+00:00,16.7,979.2,63.0
2025-01-04 20:00:00+00:00,16.1,979.2,67.0
2025-01-04 21:00:00+00:00,15.7,979.6,70.0
2025-01-04 22:00:00+00:00,15.5,979.7,71.0
2025-01-04 23:00:00+00:00,15.4,979.8,71.0
2025-01-05 00:00:00+00:00,15.3,979.5,69.0
2025-01-05 01:00:00+00:00,15.2,978.9,69.0
2025-01-05 02:00:00+00:00,14.9,978.7,71.0
2025-01-05 03:00:00+00:00,14.9,978.3,72.0
2025-01-05 04:00:00+00:00,14.5,978.3,74.0
2025-01-05 05:00:00+00:00,13.8,977.7,78.0
2025-01-05 06:00:00+00:00,13.2,977.4,80.0
2025-01-05 07:00:00+00:00,12.7,977.3,84.0
2025-01-05 08:00:00+00:00,12.5,977.4,88.0
2025-01-05 09:00:00+00:00,13.2,977.5,85.0
2025-01-05 10:00:00+00:00,15.7,978.2,71.0
2025-01-05 11:00:00+00:00,17.5,978.8,61.0
2025-01-05 12:00:00+00:00,19.0,978.6,48.0
2025-01-05 13:00:00+00:00,19.5,978.1,49.0
2025-01-05 14:00:00+00:00,19.9,977.7,55.0
2025-01-05 15:00:00+00:00,19.6,977.4,60.0
2025-01-05 16:00:00+00:00,19.0,977.4,63.0
2025-01-05 17:00:00+00:00,18.1,977.5,67.0
2025-01-05 18:00:00+00:00,17.5,977.5,70.0
2025-01-05 19:00:00+00:00,17.4,977.6,72.0
2025-01-05 20:00:00+00:00,17.2,978.1,75.0
2025-01-05 21:00:00+00:00,17.1,978.7,77.0
2025-01-05 22:00:00+00:00,16.5,979.0,81.0
2025-01-05 23:00:00+00:00,16.2,979.2,86.0
2025-01-06 00:00:00+00:00,16.8,979.2,89.0
2025-01-06 01:00:00+00:00,16.2,979.0,93.0
2025-01-06 02:00:00+00:00,15.5,978.6,96.0
2025-01-06 03:00:00+00:00,14.9,978.3,96.0
2025-01-06 04:00:00+00:00,14.5,978.2,95.0
2025-01-06 05:00:00+00:00,13.8,977.7,96.0
2025-01-06 06:00:00+00:00,14.0,977.7,97.0
2025-01-06 07:00:00+00:00,13.6,977.9,97.0
2025-01-06 08:00:00+00:00,13.2,978.2,97.0
2025-01-06 09:00:00+00:00,13.6,978.9,97.0
2025-01-06 10:00:00+00:00,15.9,980.0,91.0
2025-01-06 11:00:00+00:00,18.0,980.7,76.0
2025-01-06 12:00:00+00:00,20.2,980.6,59.0
2025-01-06 13:00:00+00:00,20.9,979.8,54.0
2025-01-06 14:00:00+00:00,21.1,979.2,55.0
2025-01-06 15:00:00+00:00,20.9,978.9,56.0
2025-01-06 16:00:00+00:00,20.4,979.1,57.0
2025-01-06 17:00:00+00:00,19.6,979.2,60.0
2025-01-06 18:00:00+00:00,18.2,979.1,71.0
2025-01-06 19:00:00+00:00,17.0,979.4,79.0
2025-01-06 20:00:00+00:00,16.1,979.9,86.0
2025-01-06 21:00:00+00:00,15.6,980.5,90.0
2025-01-06 22:00:00+00:00,15.2,980.6,92.0
2025-01-06 23:00:00+00:00,15.0,980.8,93.0
2025-01-07 00:00:00+00:00,14.9,980.4,96.0
2025-01-07 01:00:00+00:00,14.7,980.1,96.0
2025-01-07 02:00:00+00:00,15.0,979.5,94.0
2025-01-07 03:00:00+00:00,15.1,979.3,93.0
2025-01-07 04:00:00+00:00,14.9,979.3,94.0
2025-01-07 05:00:00+00:00,14.9,979.0,94.0
2025-01-07 06:00:00+00:00,15.3,979.2,91.0
2025-01-07 07:00:00+00:00,15.0,979.5,92.0
2025-01-07 08:00:00+00:00,14.7,979.7,92.0
2025-01-07 09:00:00+00:00,15.1,980.1,91.0
2025-01-07 10:00:00+00:00,16.7,981.0,83.0
2025-01-07 11:00:00+00:00,18.0,981.8,75.0
2025-01-07 12:00:00+00:00,19.4,981.3,65.0
2025-01-07 13:00:00+00:00,19.7,980.5,63.0
2025-01-07 14:00:00+00:00,19.9,979.7,61.0
2025-01-07 15:00:00+00:00,19.8,979.4,59.0
2025-01-07 16:00:00+00:00,19.5,979.4,63.0
2025-01-07 17:00:00+00:00,19.1,979.5,67.0
2025-01-07 18:00:00+00:00,18.3,979.5,65.0
2025-01-07 19:00:00+00:00,17.5,979.9,69.0
2025-01-07 20:00:00+00:00,16.8,980.4,74.0
2025-01-07 21:00:00+00:00,16.0,980.7,80.0
2025-01-07 22:00:00+00:00,15.5,981.3,86.0
2025-01-07 23:00:00+00:00,15.4,981.6,89.0
2025-01-08 00:00:00+00:00,15.1,981.4,92.0
2025-01-08 01:00:00+00:00,15.0,981.2,91.0
2025-01-08 02:00:00+00:00,15.1,980.8,91.0
2025-01-08 03:00:00+00:00,15.2,980.7,88.0
2025-01-08 04:00:00+00:00,15.1,980.4,87.0
2025-01-08 05:00:00+00:00,14.9,980.1,88.0
2025-01-08 06:00:00+00:00,14.8,980.0,92.0
2025-01-08 07:00:00+00:00,14.7,980.5,93.0
2025-01-08 08:00:00+00:00,14.7,980.9,93.0
2025-01-08 09:00:00+00:00,14.9,981.6,93.0
2025-01-08 10:00:00+00:00,16.4,982.7,84.0
2025-01-08 11:00:00+00:00,17.8,983.5,76.0
2025-01-08 12:00:00+00:00,19.2,983.5,63.0
2025-01-08 13:00:00+00:00,19.1,982.6,64.0
2025-01-08 14:00:00+00:00,19.1,981.8,63.0
2025-01-08 15:00:00+00:00,19.1,981.5,61.0
2025-01-08 16:00:00+00:00,19.0,981.5,61.0
2025-01-08 17:00:00+00:00,18.6,981.4,62.0
2025-01-08 18:00:00+00:00,17.5,980.9,63.0
2025-01-08 19:00:00+00:00,16.3,981.1,71.0
2025-01-08 20:00:00+00:00,15.3,981.6,79.0
2025-01-08 21:00:00+00:00,14.6,981.9,85.0
2025-01-08 22:00:00+00:00,14.1,982.2,89.0
2025-01-08 23:00:00+00:00,13.7,982.4,91.0
2025-01-09 00:00:00+00:00,13.5,982.2,94.0
2025-01-09 01:00:00+00:00,13.4,981.9,93.0
2025-01-09 02:00:00+00:00,13.3,981.6,92.0
2025-01-09 03:00:00+00:00,13.2,981.6,92.0
2025-01-09 04:00:00+00:00,13.1,981.6,92.0
2025-01-09 05:00:00+00:00,13.4,981.3,91.0
2025-01-09 06:00:00+00:00,13.3,981.2,91.0
2025-01-09 07:00:00+00:00,13.2,981.6,90.0
2025-01-09 08:00:00+00:00,13.0,981.9,90.0
2025-01-09 09:00:00+00:00,13.4,982.4,89.0
2025-01-09 10:00:00+00:00,15.7,983.3,79.0
2025-01-09 11:00:00+00:00,17.3,984.0,71.0
2025-01-09 12:00:00+00:00,19.3,983.8,66.0
2025-01-09 13:00:00+00:00,19.8,983.0,65.0
2025-01-09 14:00:00+00:00,20.0,982.2,65.0
2025-01-09 15:00:00+00:00,19.9,981.7,64.0
2025-01-09 16:00:00+00:00,19.7,981.6,64.0
2025-01-09 17:00:00+00:00,19.3,981.7,65.0
2025-01-09 18:00:00+00:00,18.0,981.9,77.0
2025-01-09 19:00:00+00:00,16.5,982.1,87.0
2025-01-09 20:00:00+00:00,15.6,982.3,93.0
2025-01-09 21:00:00+00:00,15.0,982.5,94.0
2025-01-09 22:00:00+00:00,14.6,982.7,94.0
2025-01-09 23:00:00+00:00,14.2,982.9,93.0
2025-01-10 00:00:00+00:00,14.2,983.1,94.0
2025-01-10 01:00:00+00:00,13.8,982.7,94.0
2025-01-10 02:00:00+00:00,13.4,982.3,95.0
2025-01-10 03:00:00+00:00,13.3,982.0,95.0
2025-01-10 04:00:00+00:00,13.3,981.8,94.0
2025-01-10 05:00:00+00:00,13.4,981.5,94.0
2025-01-10 06:00:00+00:00,13.3,981.6,94.0
2025-01-10 07:00:00+00:00,13.5,982.0,93.0
2025-01-10 08:00:00+00:00,13.8,982.4,93.0
2025-01-10 09:00:00+00:00,14.5,982.9,92.0
2025-01-10 10:00:00+00:00,16.5,983.8,88.0
2025-01-10 11:00:00+00:00,17.8,984.5,78.0
2025-01-10 12:00:00+00:00,19.5,985.0,65.0
2025-01-10 13:00:00+00:00,20.0,984.4,61.0
2025-01-10 14:00:00+00:00,20.2,983.5,59.0
2025-01-10 15:00:00+00:00,20.1,983.1,58.0
2025-01-10 16:00:00+00:00,19.8,983.1,58.0
2025-01-10 17:00:00+00:00,19.1,982.9,61.0
2025-01-10 18:00:00+00:00,17.5,982.8,69.0
2025-01-10 19:00:00+00:00,16.3,983.4,76.0
2025-01-10 20:00:00+00:00,15.4,983.6,81.0
2025-01-10 21:00:00+00:00,14.8,983.6,83.0
2025-01-10 22:00:00+00:00,14.4,984.1,85.0
2025-01-10 23:00:00+00:00,14.2,984.4,88.0
2025-01-11 00:00:00+00:00,14.4,984.1,90.0
2025-01-11 01:00:00+00:00,14.3,983.9,90.0
2025-01-11 02:00:00+00:00,14.2,983.7,91.0
2025-01-11 03:00:00+00:00,14.2,983.5,91.0
2025-01-11 04:00:00+00:00,14.1,983.2,91.0
2025-01-11 05:00:00+00:00,14.1,982.5,91.0
2025-01-11 06:00:00+00:00,13.8,983.0,89.0
2025-01-11 07:00:00+00:00,13.8,983.4,88.0
2025-01-11 08:00:00+00:00,13.7,983.8,89.0
2025-01-11 09:00:00+00:00,14.2,983.9,90.0
2025-01-11 10:00:00+00:00,16.3,984.7,83.0
2025-01-11 11:00:00+00:00,18.1,985.3,71.0
2025-01-11 12:00:00+00:00,19.9,985.1,62.0
2025-01-11 13:00:00+00:00,20.6,984.6,62.0
2025-01-11 14:00:00+00:00,21.2,984.1,57.0
2025-01-11 15:00:00+00:00,21.4,983.8,56.0
2025-01-11 16:00:00+00:00,21.1,983.6,57.0
2025-01-11 17:00:00+00:00,20.2,983.5,61.0
2025-01-11 18:00:00+00:00,18.6,983.4,74.0
2025-01-11 19:00:00+00:00,16.8,983.4,84.0
2025-01-11 20:00:00+00:00,15.6,983.7,91.0
2025-01-11 21:00:00+00:00,14.9,983.9,93.0
2025-01-11 22:00:00+00:00,14.5,984.2,95.0
2025-01-11 23:00:00+00:00,14.3,984.4,96.0
2025-01-12 00:00:00+00:00,15.3,984.5,95.0
2025-01-12 01:00:00+00:00,14.9,983.9,95.0
2025-01-12 02:00:00+00:00,14.7,983.6,95.0
2025-01-12 03:00:00+00:00,14.7,983.4,95.0
2025-01-12 04:00:00+00:00,14.8,983.3,95.0
2025-01-12 05:00:00+00:00,14.9,983.1,94.0
2025-01-12 06:00:00+00:00,15.2,983.2,94.0
2025-01-12 07:00:00+00:00,15.0,983.4,94.0
2025-01-12 08:00:00+00:00,14.8,983.8,93.0
2025-01-12 09:00:00+00:00,15.2,984.1,93.0
2025-01-12 10:00:00+00:00,16.7,984.7,89.0
2025-01-12 11:00:00+00:00,17.7,985.2,82.0
2025-01-12 12:00:00+00:00,18.8,985.1,66.0
2025-01-12 13:00:00+00:00,19.2,984.2,65.0
2025-01-12 14:00:00+00:00,19.3,983.2,64.0
2025-01-12 15:00:00+00:00,19.2,982.6,64.0
2025-01-12 16:00:00+00:00,18.9,982.6,67.0
2025-01-12 17:00:00+00:00,18.3,982.5,70.0
2025-01-12 18:00:00+00:00,17.4,982.6,70.0
2025-01-12 19:00:00+00:00,16.5,982.8,73.0
2025-01-12 20:00:00+00:00,15.8,983.0,80.0
2025-01-12 21:00:00+00:00,15.7,983.2,83.0
2025-01-12 22:00:00+00:00,15.4,983.2,86.0
2025-01-12 23:00:00+00:00,15.5,983.1,87.0
2025-01-13 00:00:00+00:00,16.4,983.0,87.0
2025-01-13 01:00:00+00:00,16.1,982.2,87.0
2025-01-13 02:00:00+00:00,15.9,981.4,87.0
2025-01-13 03:00:00+00:00,15.6,981.3,86.0
2025-01-13 04:00:00+00:00,15.4,981.1,87.0
2025-01-13 05:00:00+00:00,15.4,980.7,88.0
2025-01-13 06:00:00+00:00,16.2,981.0,84.0
2025-01-13 07:00:00+00:00,16.1,981.1,83.0
2025-01-13 08:00:00+00:00,16.0,981.2,84.0
2025-01-13 09:00:00+00:00,16.5,981.5,83.0
2025-01-13 10:00:00+00:00,17.4,981.9,80.0
2025-01-13 11:00:00+00:00,18.0,982.3,72.0
2025-01-13 12:00:00+00:00,19.2,982.1,59.0
2025-01-13 13:00:00+00:00,18.9,981.2,57.0
2025-01-13 14:00:00+00:00,19.2,980.1,58.0
2025-01-13 15:00:00+00:00,18.9,979.3,59.0
2025-01-13 16:00:00+00:00,18.6,978.9,62.0
2025-01-13 17:00:00+00:00,18.1,978.6,65.0
2025-01-13 18:00:00+00:00,17.0,978.9,68.0
2025-01-13 19:00:00+00:00,16.2,979.2,73.0
2025-01-13 20:00:00+00:00,15.9,979.7,77.0
2025-01-13 21:00:00+00:00,15.9,980.1,76.0
2025-01-13 22:00:00+00:00,15.9,980.1,76.0
2025-01-13 23:00:00+00:00,15.9,980.2,77.0
2025-01-14 00:00:00+00:00,16.3,980.0,77.0
2025-01-14 01:00:00+00:00,16.0,979.6,78.0
2025-01-14 02:00:00+00:00,15.7,979.0,79.0
2025-01-14 03:00:00+00:00,15.5,978.6,78.0
2025-01-14 04:00:00+00:00,15.2,978.2,77.0
2025-01-14 05:00:00+00:00,14.9,977.5,76.0
2025-01-14 06:00:00+00:00,14.9,977.5,76.0
2025-01-14 07:00:00+00:00,14.6,977.9,76.0
2025-01-14 08:00:00+00:00,14.4,978.2,78.0
2025-01-14 09:00:00+00:00,14.8,978.8,76.0
2025-01-14 10:00:00+00:00,16.5,979.6,68.0
2025-01-14 11:00:00+00:00,17.8,980.1,62.0
2025-01-14 12:00:00+00:00,18.8,980.1,54.0
2025-01-14 13:00:00+00:00,19.0,979.0,54.0
2025-01-14 14:00:00+00:00,19.1,978.0,53.0
2025-01-14 15:00:00+00:00,18.9,977.3,55.0
2025-01-14 16:00:00+00:00,18.4,977.1,57.0
2025-01-14 17:00:00+00:00,17.8,977.0,60.0
2025-01-14 18:00:00+00:00,16.8,977.3,62.0
2025-01-14 19:00:00+00:00,16.0,977.7,68.0
2025-01-14 20:00:00+00:00,15.7,978.0,72.0
2025-01-14 21:00:00+00:00,15.6,978.6,71.0
2025-01-14 22:00:00+00:00,15.5,978.9,73.0
2025-01-14 23:00:00+00:00,15.3,979.0,73.0
2025-01-15 00:00:00+00:00,15.4,979.0,72.0
